Campaign_id,Channel,Spend,Clicks,Impressions,Date,CTR,CPC,CPM,Campaign_Efficiency,Engagement_Score,Spend_Category,Click_Category
CMP1825,Google Ads,30915.23,4556,99196,03/13/2025,4.592927134158636,6.7856079894644425,311.6580305657486,0.1473707295724469,0.6768630226340462,Very High,Very High
CMP6913,Google Ads,917.29,145,5905,09/16/2025,2.4555461473327687,6.3261379310344825,155.34123624047416,0.1580743276390236,0.3881588062262223,Low,Medium
CMP8929,LinkedIn Ads,24202.15,1889,30893,2025-04-01,6.11465380506911,12.812149285336158,783.418573786942,0.0780509169639887,0.4772543364029868,Very High,Very High
CMP5515,Google Ads,3471.42,828,14156,06/26/2025,5.849109918055948,4.192536231884058,245.2260525572196,0.2385191074545863,1.3951244770584732,Medium,High
CMP6202,Google Ads,41702.74,2451,74357,11/13/2025,3.2962599351775896,17.01458180334557,560.8448431216967,0.058773116586584,0.1937314694698783,Very High,Very High
CMP3734,Instagram Ads,9290.98,526,12458,07/14/2025,4.222186546797238,17.663460076045627,745.7842350296997,0.0566140493252595,0.2390350774208261,High,High
CMP5821,Facebook Ads,65394.93,4424,89841,12/16/2025,4.924255072850926,14.781855786618443,727.8962834340668,0.0676505044045463,0.3331283394950112,Very High,Very High
CMP2678,LinkedIn Ads,44805.47,2261,51735,11/24/2025,4.370348893399053,19.816660769570987,866.0572146515898,0.0504625886080427,0.2205391182812112,Very High,Very High
CMP0917,Facebook Ads,3551.1,373,6207,2025-03-02,6.009344288706299,9.520375335120644,572.1121314644756,0.105037875587846,0.6312087577616653,Medium,Medium
CMP6483,Email Marketing,8705.19,1220,62142,2025-07-05,1.9632454700524604,7.135401639344263,140.08544945447522,0.1401462805521763,0.2751415504387614,High,Very High
CMP9561,LinkedIn Ads,36833.61,1846,49447,2025-12-03,3.733290189495824,19.953201516793065,744.9109147167675,0.0501172706123564,0.1871023147014178,Very High,Very High
CMP2505,Email Marketing,23015.2,1779,22969,07/17/2025,7.745221820714876,12.937155705452502,1002.0114066785668,0.0772967430220028,0.5986804207242068,Very High,Very High
CMP0189,Email Marketing,27792.05,1926,96466,2025-02-10,1.996558372898223,14.429932502596053,288.10202558414363,0.0693003934578413,0.1383622808033944,Very High,Very High
CMP7434,Google Ads,85152.6,4365,96646,2025-02-04,4.516482834261118,19.508041237113403,881.0773337748071,0.0512609127613249,0.2315190325550808,Very High,Very High
CMP9978,Facebook Ads,25049.27,1581,22032,2025-04-10,7.175925925925926,15.84394054395952,1136.9494371822805,0.0631156117523584,0.452912954704424,Very High,Very High
CMP5948,Instagram Ads,1927.28,287,33385,10/18/2025,0.8596675153512057,6.715261324041812,57.72892017373072,0.1489145323979909,0.1280169860662675,Medium,Medium
CMP8728,Facebook Ads,15155.24,1401,18828,2025-09-10,7.441045251752709,10.817444682369736,804.9309538984492,0.0924432737455824,0.6878745831610418,Very High,Very High
CMP3471,YouTube Ads,50096.75,3345,97673,07/24/2025,3.42469259672581,14.97660687593423,512.9027469208481,0.066770798504893,0.2286694593171779,Very High,Very High
CMP1050,Instagram Ads,4279.96,351,4757,10/29/2025,7.378599957956696,12.193618233618231,899.7183098591549,0.0820101122440396,0.6051198107558949,Medium,Medium
CMP1105,Google Ads,7243.57,630,45309,05/23/2025,1.3904522280341651,11.49773015873016,159.87044516541968,0.0869736883884604,0.1209327588000839,High,High
CMP9356,YouTube Ads,33110.91,2040,63953,07/28/2025,3.189842540615765,16.23083823529412,517.738182727941,0.0616111124701797,0.1965297475320418,Very High,Very High
CMP6736,LinkedIn Ads,13384.0,937,97561,11/27/2025,0.96042475989381,14.283884738527217,137.18596570350857,0.070008965929468,0.0672383442932232,Very High,High
CMP1791,Facebook Ads,9852.67,829,27112,03/13/2025,3.05768663322514,11.885006031363089,363.4062407789909,0.0841396291563606,0.2572726193959243,High,High
CMP1236,LinkedIn Ads,2884.27,852,74132,2025-04-10,1.1493012464252954,3.385293427230047,38.90721955430853,0.2953953686721423,0.3394982654031528,Medium,High
CMP3503,LinkedIn Ads,1990.78,218,9685,07/19/2025,2.25090345895715,9.132018348623854,205.55291688177596,0.1095048172073257,0.24648477182444,Medium,Medium
CMP9106,Email Marketing,41791.36,8023,96163,2025-01-06,8.343125734430082,5.208944285180107,434.58877114898667,0.1919774805127184,1.6016922580967106,Very High,Very High
CMP5139,Google Ads,7026.78,648,8572,09/29/2025,7.559496033597759,10.843796296296295,819.7363509099393,0.0922186264547915,0.6971263409088301,High,High
CMP9750,Google Ads,37336.38,3903,90501,10/19/2025,4.3126595286239935,9.566072252113758,412.5521264958398,0.1045361119637201,0.4508286593456421,Very High,Very High
CMP9563,YouTube Ads,49802.29,2641,70522,04/15/2025,3.7449306599359065,18.857360848163573,706.1950880576275,0.0530296900001987,0.1985925119686409,Very High,Very High
CMP4916,LinkedIn Ads,1714.99,644,43441,11/15/2025,1.4824704771989594,2.663027950310559,39.478603162910616,0.375512393658272,0.5566860374207021,Medium,High
CMP2171,Instagram Ads,4931.7,550,11016,03/22/2025,4.992737835875091,8.966727272727272,447.6851851851852,0.1115234097775614,0.5568071475822333,Medium,High
CMP8667,Google Ads,93182.4,4955,89538,02/23/2025,5.533963233487458,18.805731584258325,1040.702271661194,0.0531752777348512,0.2942700319151509,Very High,Very High
CMP2547,Instagram Ads,15632.07,2527,38930,06/25/2025,6.491137939892114,6.18601899485556,401.54302594400207,0.1616548544114759,1.0493239586380672,Very High,Very High
CMP4115,Google Ads,13372.07,1349,14097,05/22/2025,9.569411931616656,9.912579688658266,948.5755834574732,0.1008819128227716,0.9653805802505424,Very High,Very High
CMP2648,Email Marketing,67845.9,4569,59912,10/15/2025,7.626185071438109,14.849179251477349,1132.4258913072504,0.0673437893815249,0.5135762012354574,Very High,Very High
CMP8939,Google Ads,58667.66,4821,50393,2025-09-08,9.566804913380826,12.169188964945032,1164.202567816959,0.0821747449957949,0.7861497541815876,Very High,Very High
CMP0654,Instagram Ads,19522.23,2843,29535,02/22/2025,9.62586761469443,6.866771016531833,660.9862874555612,0.1456288549002854,1.401804078149692,Very High,Very High
CMP3879,Facebook Ads,5098.88,1738,25206,06/20/2025,6.8951836864238665,2.933762945914845,202.28834404506864,0.3408591690724237,2.350286581956171,High,Very High
CMP1772,LinkedIn Ads,3394.47,531,7075,08/24/2025,7.50530035335689,6.392598870056497,479.7837455830388,0.156430900847555,1.1740608954070912,Medium,High
CMP6529,Instagram Ads,13336.36,3590,38517,05/23/2025,9.32055975283641,3.714863509749304,346.24607316249967,0.2691888941210345,2.508991172455056,Very High,Very High
CMP8786,Instagram Ads,2998.49,168,5617,05/14/2025,2.990920420153107,17.84815476190476,533.8241053943385,0.0560282008611,0.1675758900599041,Medium,Medium
CMP5664,Email Marketing,47505.77,3624,43114,09/19/2025,8.405622303660063,13.108656181015451,1101.8641276615483,0.0762854701649926,0.6412268494640562,Very High,Very High
CMP7145,Google Ads,79358.89,6656,70146,2025-10-12,9.488780543437972,11.92291015625,1131.33877911784,0.0838721408527765,0.7958443382603151,Very High,Very High
CMP5410,YouTube Ads,16152.4,1070,43145,2025-03-06,2.480009271062696,15.09570093457944,374.374782709468,0.0662440256556301,0.1642857977784777,Very High,Very High
CMP4845,YouTube Ads,4357.15,442,18683,07/14/2025,2.3657870791628755,9.857805429864252,233.2146871487448,0.1014424566517104,0.2399912532251566,Medium,Medium
CMP0007,Instagram Ads,9120.97,910,39606,10/24/2025,2.297631671968894,10.023043956043956,230.2926324294299,0.0997700902425948,0.2292349192565805,High,High
CMP3502,YouTube Ads,33244.23,6078,64021,02/13/2025,9.49375986004592,5.469600197433366,519.2707080489215,0.1828287194499616,1.7357319579776431,Very High,Very High
CMP3849,Email Marketing,31402.07,1890,42687,03/17/2025,4.427577482605946,16.614851851851853,735.6354393609296,0.0601871150532433,0.2664831153527534,Very High,Very High
CMP1194,LinkedIn Ads,65499.22,5209,56321,12/23/2025,9.248770440865751,12.57424073718564,1162.9626604641253,0.0795276646042502,0.7355331136228751,Very High,Very High
CMP0091,Google Ads,10274.71,1842,57724,12/23/2025,3.191047051486384,5.578018458197611,177.9971935416811,0.1792751328261333,0.5720753840096624,Very High,Very High
CMP1989,LinkedIn Ads,17977.46,1691,19477,09/29/2025,8.682035221029933,10.631259609698402,923.0097037531448,0.0940622312607009,0.8166516047740681,Very High,Very High
CMP8271,LinkedIn Ads,67380.63,3702,73810,2025-01-09,5.015580544641648,18.20114262560778,912.8929684324618,0.0549416056216749,0.275564048247447,Very High,Very High
CMP8541,LinkedIn Ads,28995.35,3969,84149,2025-09-02,4.716633590416999,7.305454774502393,344.5715338269023,0.1368840176097202,0.6456317554492382,Very High,Very High
CMP1321,Facebook Ads,9175.51,997,21769,03/20/2025,4.579907207496899,9.203119358074224,421.4943267949837,0.1086588102459699,0.4976472682035558,High,High
CMP6813,Google Ads,16489.04,1770,29110,10/27/2025,6.080384747509447,9.315841807909605,566.439024390244,0.1073440297312639,0.6526930011141777,Very High,Very High
CMP4893,LinkedIn Ads,69478.02,4459,56921,2025-07-10,7.833664201261397,15.58152500560664,1220.6043463748,0.0641785704313392,0.5027533696761158,Very High,Very High
CMP0476,LinkedIn Ads,51012.21,3362,46057,08/28/2025,7.299650433158912,15.173173706127304,1107.588640163276,0.0659057900059613,0.4810892285646958,Very High,Very High
CMP9247,Email Marketing,1264.83,92,5552,2025-11-03,1.6570605187319885,13.748152173913043,227.8152017291066,0.0727370476664848,0.1205296899372587,Medium,Low
CMP7450,Instagram Ads,23250.74,3155,46236,2025-04-08,6.823687170170429,7.36948969889065,502.8709230902328,0.1356946058491041,0.9259375409938652,Very High,Very High
CMP5734,Facebook Ads,18985.43,1174,87215,11/30/2025,1.346098721550192,16.171575809199318,217.68537522215212,0.0618368928172814,0.0832385623659788,Very High,Very High
CMP2497,Facebook Ads,14485.62,1019,18544,10/16/2025,5.495038826574633,14.215525024533855,781.1486194995686,0.0703456255237953,0.3865519435329347,Very High,Very High
CMP9927,YouTube Ads,31030.48,1926,96156,03/25/2025,2.0029951329090228,16.11136033229491,322.709763301302,0.0620680053934067,0.1243219127123646,Very High,Very High
CMP6150,LinkedIn Ads,12634.97,3299,95718,12/20/2025,3.446582669926242,3.8299393755683537,132.00202678702018,0.2611007386641994,0.8999052809849706,Very High,Very High
CMP9838,Google Ads,20796.08,6461,76177,09/30/2025,8.481562676398388,3.218709178145798,272.9968363154233,0.3106835519001658,2.635082017967328,Very High,Very High
CMP0208,LinkedIn Ads,9219.21,914,66251,2025-05-07,1.3796018173310591,10.086663019693653,139.15578632775353,0.0991408157531936,0.1367748495847896,High,High
CMP4426,YouTube Ads,70096.91,6395,72539,2025-12-08,8.815947283530239,10.961205629397968,966.3341099270738,0.0912308402752703,0.8042862784989505,Very High,Very High
CMP1420,Instagram Ads,32001.44,2047,61087,10/19/2025,3.350958469068705,15.6333365901319,523.8666164650416,0.0639658715357809,0.2143469789541858,Very High,Very High
CMP7989,Facebook Ads,18315.54,2166,48507,2025-02-11,4.465334900117509,8.455927977839336,377.5855031232605,0.1182602314755666,0.5280715389038229,Very High,Very High
CMP3955,Email Marketing,49497.55,4052,55271,2025-04-05,7.3311501510738,12.215584896347483,895.5428705831268,0.0818626376457016,0.6001472883435853,Very High,Very High
CMP1525,Instagram Ads,24918.31,1706,31045,2025-06-06,5.495248832340152,14.606277842907389,802.6513126107264,0.0684637120254142,0.37622513356533,Very High,Very High
CMP9018,Instagram Ads,27276.99,3767,48112,2025-09-05,7.829647489191885,7.241037961242369,566.9477469238444,0.1381017480301162,1.0812880047170097,Very High,Very High
CMP8780,Email Marketing,5243.13,834,26267,2025-05-09,3.175086610576008,6.286726618705036,199.60901511402145,0.1590652911524223,0.5050460761454304,High,High
CMP3181,Instagram Ads,8618.27,1528,31816,2025-08-01,4.802615036459643,5.640229057591624,270.8784888106613,0.1772977639363816,0.8514929070115388,High,Very High
CMP4787,Email Marketing,23998.58,1356,18551,2025-09-09,7.309578998436741,17.69806784660767,1293.6542504447202,0.0565033431144676,0.4130156501709776,Very High,Very High
CMP5583,Facebook Ads,5842.33,308,8734,2025-02-09,3.5264483627204037,18.968603896103897,668.9180215250744,0.0527186927133523,0.1859097476037615,High,Medium
CMP0879,Facebook Ads,5163.92,1294,21555,2025-08-05,6.00324750637903,3.990664605873261,239.56947344003711,0.2505848270306279,1.5043227380080375,High,Very High
CMP3698,YouTube Ads,68811.61,3740,51856,2025-02-06,7.212280160444308,18.39882620320856,1326.9748920086392,0.0543512933355287,0.3919967546183225,Very High,Very High
CMP1626,Facebook Ads,25009.49,3507,83987,2025-11-02,4.175646230964316,7.131305959509553,297.77810851679425,0.140226769918139,0.5855373832889776,Very High,Very High
CMP6694,LinkedIn Ads,58869.44,7749,92357,04/29/2025,8.39026819840402,7.597037037037038,637.4117825394935,0.1316302652106084,1.1044132281440546,Very High,Very High
CMP3825,Instagram Ads,32712.32,3291,83927,2025-06-10,3.9212649087897815,9.939933151017929,389.7711106080284,0.1006042983194099,0.3944961046733209,Very High,Very High
CMP1170,Google Ads,16903.47,1309,23747,10/19/2025,5.512275234766497,12.913269671504969,711.8149661009812,0.0774397209567029,0.4268690560168618,Very High,Very High
CMP6595,Instagram Ads,49835.56,4473,67597,2025-11-02,6.617157566164179,11.141417393248378,737.2451440152669,0.0897551868585403,0.5939242138234702,Very High,Very High
CMP0424,Google Ads,48150.39,2811,32005,10/22/2025,8.783002655835027,17.129274279615796,1504.464614903921,0.0583795894488082,0.5127480891754409,Very High,Very High
CMP2871,LinkedIn Ads,55157.57,5387,70021,05/23/2025,7.693406263835135,10.239014293669946,787.7289670241785,0.0976656513330808,0.7513815337274625,Very High,Very High
CMP7701,Instagram Ads,22569.48,2780,55523,02/23/2025,5.00693406336113,8.118517985611511,406.48884246168257,0.1231751905670844,0.6167300574113334,Very High,Very High
CMP6562,YouTube Ads,2081.14,515,6809,2025-10-05,7.56351887208107,4.04104854368932,305.64546923189897,0.2474605264422384,1.8716723618409867,Medium,High
CMP8890,LinkedIn Ads,2856.65,494,56165,2025-05-07,0.8795513219976854,5.782692307692308,50.86174663936616,0.1729298303957432,0.1521006609374114,Medium,Medium
CMP8999,Facebook Ads,33034.92,1844,39752,2025-06-09,4.638760313946468,17.914815618221258,831.0253572147312,0.0558197204654953,0.2589343040309251,Very High,Very High
CMP2595,Instagram Ads,1970.63,162,74199,02/17/2025,0.2183317834472162,12.164382716049383,26.558713729295544,0.0822072129217559,0.017948447409432,Medium,Medium
CMP8166,Email Marketing,31678.6,2134,40254,2025-01-08,5.301336513141551,14.844704779756324,786.9677547572912,0.067364088059447,0.3571196997040295,Very High,Very High
CMP3123,YouTube Ads,110245.03,6163,68616,2025-05-02,8.981870117756792,17.88820866461139,1606.6956686487115,0.0559027468177023,0.5021112111424443,Very High,Very High
CMP0043,Instagram Ads,84766.95,4941,97164,10/24/2025,5.0852167469433125,17.155828779599272,872.4110781771026,0.0582892271103301,0.296413353867833,Very High,Very High
CMP9043,YouTube Ads,71158.18,3780,51441,2025-07-04,7.348224179156704,18.824915343915343,1383.296981007367,0.0531210888193037,0.3903456692851383,Very High,Very High
CMP0716,Instagram Ads,115748.76,7799,99609,07/15/2025,7.829613789918581,14.841487370175663,1162.0311417642984,0.0673786915730242,0.5275491326868212,Very High,Very High
CMP2069,YouTube Ads,49066.0,2769,79356,08/14/2025,3.489339180402238,17.719754423979776,618.3023337869852,0.0564341906819386,0.1969180326607792,Very High,Very High
CMP2530,Google Ads,18711.53,2221,63537,12/21/2025,3.4956009884004597,8.424822152183701,294.4981664227143,0.1186968676532597,0.4149168878887734,Very High,Very High
CMP8743,LinkedIn Ads,71901.85,4047,43505,01/19/2025,9.302379036892312,17.766703731158884,1652.726123434088,0.0562850608155422,0.5235849698207095,Very High,Very High
CMP1481,LinkedIn Ads,19959.97,1347,14903,02/21/2025,9.03844863450312,14.818092056421678,1339.3256391330606,0.0674850713703477,0.6099603511766651,Very High,Very High
CMP5315,Google Ads,13752.65,1518,40452,03/16/2025,3.752595668940967,9.05971673254282,339.97453772372194,0.1103787270089764,0.4142067329171023,Very High,Very High
CMP2786,Facebook Ads,11116.33,833,12350,2025-04-05,6.7449392712550615,13.344933973589436,900.1076923076923,0.0749348031229731,0.5054306963679079,Very High,High
CMP7530,Instagram Ads,3700.87,203,89404,08/27/2025,0.2270591919824616,18.230886699507387,41.394904031139546,0.0548519672401354,0.0124546433601936,Medium,Medium
CMP5662,YouTube Ads,51567.8,2667,41210,12/20/2025,6.471730162581897,19.33550806149232,1251.3419073040525,0.0517183203471934,0.3347070137490046,Very High,Very High
CMP7917,Google Ads,20163.94,1612,33091,10/22/2025,4.871415188419812,12.5086476426799,609.3481611314254,0.0799446933486213,0.3894437934120384,Very High,Very High
CMP6485,Instagram Ads,1382.68,75,3061,2025-12-09,2.4501796798431887,18.43573333333333,451.7085919634107,0.0542424856076604,0.1329038360200763,Medium,Low
CMP3116,YouTube Ads,44432.08,2826,34850,2025-04-12,8.109038737446198,15.72260438782732,1274.952080344333,0.0636026942695457,0.5157567116376941,Very High,Very High
CMP5062,LinkedIn Ads,6478.79,423,6373,02/16/2025,6.637376431821748,15.31628841607565,1016.5997175584498,0.065289969268953,0.4333541032601148,High,Medium
CMP8838,Instagram Ads,76901.85,4160,71579,03/26/2025,5.811760432529094,18.486021634615387,1074.363290909345,0.0540949274952423,0.3143867592173794,Very High,Very High
CMP1887,LinkedIn Ads,5305.81,338,11869,04/26/2025,2.8477546549835706,15.697662721893492,447.0309208863426,0.0637037511708862,0.1814126539368064,High,Medium
CMP4333,YouTube Ads,8780.19,981,18199,2025-11-12,5.390406066267377,8.950244648318042,482.4545304687071,0.1117287894681094,0.6022635445256078,High,High
CMP1776,Email Marketing,5820.04,1981,32647,10/15/2025,6.0679388611511005,2.9379303382130235,178.27181670597605,0.3403756675211854,2.065378740342048,High,Very High
CMP7607,Email Marketing,15414.97,3394,41608,01/24/2025,8.157085175927707,4.541829699469652,370.4809171313208,0.2201755825668165,1.795990980657026,Very High,Very High
CMP8808,Facebook Ads,33866.51,3766,52940,12/23/2025,7.113713638080846,8.992700477960701,639.7149603324519,0.1112013018170458,0.791054217308263,Very High,Very High
CMP6798,Email Marketing,13964.16,1052,14978,05/24/2025,7.023634664174122,13.273916349809886,932.3113900387234,0.075335716577295,0.5291305504026863,Very High,Very High
CMP3869,Instagram Ads,12981.84,1454,15022,11/27/2025,9.679137265344162,8.928363136176067,864.1885234988683,0.1120026128807626,1.084088664150106,Very High,Very High
CMP7451,Google Ads,48397.64,3525,88870,2025-02-11,3.966467874423315,13.72982695035461,544.5891751997299,0.0728341299286494,0.2888942365235616,Very High,Very High
CMP9251,Facebook Ads,6049.05,474,10992,04/30/2025,4.312227074235809,12.761708860759494,550.313864628821,0.0783594118084657,0.3379035771216593,High,Medium
CMP2130,YouTube Ads,18438.28,3320,34853,2025-05-12,9.525722319456,5.553698795180723,529.0299256878891,0.1800601791490312,1.7152032673651734,Very High,Very High
CMP9648,Instagram Ads,993.01,139,4068,2025-06-03,3.416912487708948,7.143956834532374,244.10275319567356,0.1399784493610336,0.4782941116318503,Low,Medium
CMP5932,YouTube Ads,9816.72,943,79812,04/24/2025,1.1815265874805794,10.410095440084834,122.99804540670576,0.0960605986520956,0.113498151316752,High,High
CMP0511,Google Ads,33265.69,3340,64781,02/25/2025,5.15583272873219,9.9597874251497,513.5099797780214,0.1004037493285123,0.5176649368753666,Very High,Very High
CMP9967,Facebook Ads,1308.99,179,10609,11/21/2025,1.68724667734942,7.312793296089385,123.38486190969932,0.1367466519988693,0.2307253342237497,Medium,Medium
CMP8693,Instagram Ads,54881.01,4191,61469,02/20/2025,6.8180708975255815,13.094967788117394,892.8241878019815,0.0763652126664578,0.5206634340645282,Very High,Very High
CMP3523,LinkedIn Ads,18713.88,1921,61186,08/21/2025,3.139607099663322,9.741738677771997,305.8523191579773,0.1026510803745669,0.3222840607321005,Very High,Very High
CMP4177,Instagram Ads,7320.27,1992,22006,02/13/2025,9.052076706352812,3.674834337349398,332.6488230482596,0.2721211102869156,2.4632611637350537,High,Very High
CMP2132,YouTube Ads,12506.61,650,9861,10/15/2025,6.591623567589494,19.240938461538462,1268.2902342561606,0.0519725169330458,0.3425832674828087,Very High,High
CMP6930,Email Marketing,4474.47,344,8743,06/30/2025,3.934576232414503,13.00718023255814,511.77742193755006,0.0768806137933654,0.3024926357648144,Medium,Medium
CMP3675,Google Ads,41142.26,4606,47890,05/23/2025,9.61787429525997,8.932318714719932,859.099185633744,0.1119530137624914,1.0767500133431518,Very High,Very High
CMP9122,Google Ads,107346.29,7661,81822,12/22/2025,9.363007504094254,14.01204673019188,1311.9489868250591,0.0713671613616083,0.6682112673746441,Very High,Very High
